timestamp,action,key
20361332,ACTION_DOWN,.
20361334,ACTION_UP,.
20362042,ACTION_DOWN,M
20362044,ACTION_UP,M
20362686,ACTION_DOWN,U
20362686,ACTION_UP,U
20363384,ACTION_DOWN,S
20363384,ACTION_UP,S
20363936,ACTION_DOWN,I
20363938,ACTION_UP,I
20364560,ACTION_DOWN,C
20364560,ACTION_UP,C
20365110,ACTION_DOWN,.
20365112,ACTION_UP,.
